,hashtags,timestamp,text,screen_name,likes,retweets
886,"['COVID19', 'COVID19']",2020-05-10 14:55:14,".@ICMRDELHI - National Institute of Virology (NIV),  Pune develops & validates indigenous IgG ELISA test “COVID KAVACH ELISA” for antibody detection for #COVID19.
This will play a critical role in surveillance for #COVID19: @drharshvardhan.

https://pib.gov.in/PressReleseDetail.aspx?PRID=1622766 …
@PMOIndia",MoHFW_INDIA,1271,313
887,['COVID19'],2020-05-10 13:57:00,".@DrHarshVardhan visits Mandoli #COVID19 Care Centre to review status of COVID-19 management.

“Continuously observing personal &respiratory etiquettes, social distancing will reap us rich dividends"".

https://pib.gov.in/PressReleasePage.aspx?PRID=1622740 …
@PMOIndia @PIB_India @COVIDNewsByMIB @CovidIndiaSeva",MoHFW_INDIA,123,36
888,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown3pic']",2020-05-10 07:29:39,"#IndiaFightsCorona:

Respect, do not reject the #COVID19 survivors. Let us not discriminate or stigmatize any patient in the name of COVID-19. 

#CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown3pic.twitter.com/ZX56qOZtU1",MoHFW_INDIA,209,91
889,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown3pic']",2020-05-08 06:39:29,"#IndiaFightsCorona:

Respect, do not reject the #COVID19 survivors. Let us not discriminate or stigmatize any patient in the name of COVID-19. 

#CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown3pic.twitter.com/lJeG5pLSOH",MoHFW_INDIA,349,140
890,"['CoronaUpdate', 'COVID19']",2020-04-25 09:53:44,"#CoronaUpdate:

GoM reviews current status, and actions for management of #COVID19.

@drharshvardhan commends the collective efforts of all stakeholders in combating COVID-19.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1618118 …
@PMOIndia @PIB_India @COVIDNewsByMIB @DDNewslive @airnewsalerts @PTI_News @ANI",MoHFW_INDIA,194,54
891,['IndiaFightsCorona'],2020-04-23 16:13:00,"#IndiaFightsCorona
India’s response has been proactive, pre-emptive and graded in handling situation arising out of COVID-19 outbreak:@drharshvardhan
https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1617656 …
@PMOIndia @PIB_India @DDNewslive @airnewsalerts @COVIDNewsByMIB @PTI_News @ANI",MoHFW_INDIA,214,53
892,['COVID'],2020-04-21 10:43:11,".@drharshvardhan holds video conference with @Rotary International.
“Let Rotarians come forward to assist in involving more people in the fight against #COVID-19"".

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1616691 …
@PMOIndia @PIB_India @COVIDNewsByMIB @DDNewslive @airnewsalerts @PTI_News @ANI",MoHFW_INDIA,99,39
893,['COVID19'],2020-04-17 12:10:15,"GoM reviews current status, and actions for management of #COVID19.

@drharshvardhan emphasizes on delivering immediate solutions for meeting healthcare challenges regarding COVID-19.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1615392 …
@PMOIndia @PIB_India @DDNewslive @airnewsalerts @ANI @COVIDNewsByMIB",MoHFW_INDIA,123,43
894,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'Lockdown2pic']",2020-04-17 04:18:10,"#IndiaFightsCorona:

Ritu chose to stay home and practice social distancing. She is doing her bit to contribute in this fight against #COVID19 and protecting herself and her loved ones. 
Be like Ritu. Together we will fight COVID-19.

#CoronaOutbreak #SwasthaBharat #Lockdown2pic.twitter.com/3I93SuzuC8",MoHFW_INDIA,352,116
895,"['IndiaFightsCorona', 'COVID19', 'SwasthaBharat', 'Lockdown21', 'CoronaOutbreak']",2020-04-11 13:03:06,"#IndiaFightsCorona:

Let's learn about #COVID19 from the ""Anti-Covid Pathshala"".
Let's keep ourselves and others protected.

https://youtu.be/rZMIPdws00E 
#SwasthaBharat #Lockdown21
#CoronaOutbreak
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @crpfindia @mygovindia",MoHFW_INDIA,345,89
896,"['IndiaFightsCorona', 'COVID19', 'ArogyaSetu']",2020-04-10 13:54:14,"#IndiaFightsCorona:

@drharshvardhan chaired a video conference with States regarding the steps taken on #COVID19.

Urges States to promote mobile app #ArogyaSetu to bring people of India together in a resolute fight against COVID-19.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1613065 …pic.twitter.com/WDxhMp3lbC",MoHFW_INDIA,380,86
897,"['IndiaFightsCorona', 'LockdownToKnockdown', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown21pic']",2020-04-06 07:00:33,"#IndiaFightsCorona:

Do not panic. Know about some important services that are available for you during the #LockdownToKnockdown COVID-19. Together we will fight #COVID19.

 #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown21pic.twitter.com/wyNf8ih2kl",MoHFW_INDIA,465,155
898,"['IndiaFightsCorona', 'LNJP', 'COVID19', 'SwasthaBharat']",2020-04-04 11:43:04,"#IndiaFightsCorona:

@drharshvardhan visits #LNJP Hospital to take stock of preparedness to overcome #COVID19.

LNJP to function as dedicated COVID-19 hospital. 
Details at:

https://pib.gov.in/PressReleseDetail.aspx?PRID=1611039 …
#SwasthaBharat
@PMOIndia @PIB_India @COVIDNewsByMIB @MIB_India @PTI_News @ANI",MoHFW_INDIA,139,36
899,"['IndiaFightsCorona', 'LockdownToKnockdown', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown21pic']",2020-04-01 07:39:00,"#IndiaFightsCorona:

Do not panic. Know about some important services that are available for you during the #LockdownToKnockdown COVID-19. Together we will fight #COVID19.

 #CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown21pic.twitter.com/5br91YD7zS",MoHFW_INDIA,901,346
900,"['IndiaFightsCorona', 'COVID19', 'SwasthaBharatpic']",2020-03-27 07:33:36,"#IndiaFightsCorona

""Do not rush to buy medicines for #COVID19.

There is no specific cure for COVID. 

Drugs available for restricted use, are to be used only by designated hospitals, under supervision of treating doctor & expressed consent of patient.

#SwasthaBharatpic.twitter.com/lcfYNtZfs9",MoHFW_INDIA,918,335
901,"['IndiaFightsCorona', 'COVID19', 'SwasthaBharatpic']",2020-03-25 05:58:07,"#IndiaFightsCorona

""Do not rush to buy medicines for #COVID19.

There is no specific cure for COVID. 

Drugs available for restricted use, are to be used only by designated hospitals, under supervision of treating doctor & expressed consent of patient.

#SwasthaBharatpic.twitter.com/TPkqyjac1j",MoHFW_INDIA,1113,475
902,"['IndiaFightsCorona', 'COVID19', 'SwasthaBharatpic']",2020-03-24 10:21:21,"#IndiaFightsCorona

""Do not rush to buy medicines for #COVID19.

There is no specific cure for COVID. 

Drugs available for restricted use, are to be used only by designated hospitals, under supervision of treating doctor & expressed consent of patient.

#SwasthaBharatpic.twitter.com/g8d0KBpweC",MoHFW_INDIA,1112,552
903,"['IndiaFightsCorona', 'COVID19', 'SwasthaBharatpic']",2020-03-23 08:37:46,"#IndiaFightsCorona

""Do not rush to buy medicines for #COVID19.

There is no specific cure for COVID. 

Drugs available for restricted use, are to be used only by designated hospitals, under supervision of treating doctor & expressed consent of patient.

#SwasthaBharatpic.twitter.com/AYfRM6ztUf",MoHFW_INDIA,2334,916
904,"['CoronaVirusUpdate', 'COVID', 'SwasthaBharat']",2020-03-14 13:54:30,"#CoronaVirusUpdate:

States/UTs empowered for management of #COVID-19.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1606428 …
#SwasthaBharat
@PMOIndia
@drharshvardhan @AshwiniKChoubey @PIB_India @MIB_India @DDNewslive @airnewsalerts @PIBHomeAffairs @ICMRDELHI @PTI_News",MoHFW_INDIA,182,74
905,['coronavirusupdates'],2020-03-02 13:42:50,"#coronavirusupdates:

3rd meeting of GoM held.

Adequate measures being taken to combat COVID-19; people advised to take precautions & report immediately in case of any symptoms: @DrHarshVardhan
https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1604909 …
@PMOIndia @MEAIndia @PIB_India @DDNewslive @MIB_India",MoHFW_INDIA,147,68
906,['COVID'],2020-02-13 11:04:44,".@drharshvardhan briefs the media on Novel Coronavirus (#COVID 19).

“Political commitment at the highest levels leading the government’s response”.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1603070 …pic.twitter.com/0zYc5DVXnH",MoHFW_INDIA,45,20
907,"['IndiaFightsCorona', 'Coronavirus', 'COVID19']",2020-07-03 05:35:25,"#IndiaFightsCorona

You can fight #Coronavirus from your home too! Watch this video on Home Isolation for very mild/ pre-symptomatic #COVID19 patients.

https://www.youtube.com/watch?v=ZndoALSgT4Q …
@PMOIndia @drharshvardhan @AshwiniKChoubey
@PIB_India @COVIDNewsByMIB @CovidIndiaSeva @DDNational",MoHFW_INDIA,126,67
908,['coronavirus'],2020-05-15 04:47:06,"‘It’s not lockdown or physical distancing that kills the virus … they are means to break transmission chain’ -@drharshvardhan in an interview to @timesofindia. 

https://timesofindia.indiatimes.com/blogs/melange/its-not-lockdown-or-physical-distancing-that-kills-the-virus-they-are-means-to-break-transmission-chain/ …
#coronavirus
@PMOIndia @PIB_India @COVIDNewsByMIB @CovidIndiaSeva @DDNewslive @airnewsalerts",MoHFW_INDIA,185,63
909,"['COVID19', 'SwasthaBharat', 'coronavirus']",2020-05-12 10:40:18,".@drharshvardhan, along with Sh @AshwiniKChoubey, reviewed status of #COVID19 & actions taken for its management with Sh R K Mathur, Administrator, UT of Ladakh, & DMs of Leh and Kargil districts today through VC.
#SwasthaBharat
#coronavirus https://twitter.com/MoHFW_INDIA/status/1260143489548824576 …pic.twitter.com/wGHOkpJZXS",MoHFW_INDIA,54,21
910,"['IndiaFightsCorona', 'Coronavirus', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown2pic']",2020-04-17 17:16:13,"#IndiaFightsCorona:

Information for General Public on the availability and use of necessary medicines for #Coronavirus Disease in India. Do not consume any medicine without prescription. 

#CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2pic.twitter.com/DBbnKvbSvs",MoHFW_INDIA,1389,513
911,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown21pic']",2020-04-01 10:14:59,"#IndiaFightsCorona:

Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAll #Lockdown21pic.twitter.com/WK6dPRX09A",MoHFW_INDIA,435,129
912,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-30 11:00:10,"#IndiaFightsCorona:

Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/WN7NibJh3c",MoHFW_INDIA,390,145
913,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-27 05:34:31,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/sDI9BUdddk",MoHFW_INDIA,438,176
914,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-26 08:39:50,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/wLbSbT2P9p",MoHFW_INDIA,401,179
915,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-25 08:46:47,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/kYdTKzuOyU",MoHFW_INDIA,629,285
916,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-25 03:01:37,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? Break the stigma! 
Let us fight #COVID19 together!  
Share this information and help us to help you!  

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/4JMHB2XWZE",MoHFW_INDIA,1375,575
917,"['CoronaVirus', 'COVID19', 'CoronaOutbreak']",2020-03-08 07:52:48,"#CoronaVirus: 
Wash your hands frequently to protect yourself & others ones from #COVID19. 
You can call at Helpline No. +91-11-23978046 for any query.

https://youtu.be/dK-O0Bv7HK4 
#CoronaOutbreak
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @DDNewslive",MoHFW_INDIA,84,37
918,"['coronavirusinindia', 'COVID2019', 'SwasthaBharat', 'coronavirus']",2020-03-08 03:46:35,"#coronavirusinindia :

We are here to help you.

For any query, support and information on #COVID2019, please call on our 24x7 Helpline number. You can also email to us. 

#SwasthaBharat
#coronavirus pic.twitter.com/fUwyK5DwLl",MoHFW_INDIA,106,65
919,"['CoronaVirusUpdate', 'COVID19india', 'coronavirus', 'SwasthaBharat', 'HealthForAllpic']",2020-03-07 07:17:55,"#CoronaVirusUpdate 

Does everyone need to wear a mask? Know about it here.
#COVID19india #coronavirus
#SwasthaBharat #HealthForAllpic.twitter.com/af35pNhdlA",MoHFW_INDIA,372,203
920,"['coronavirus', 'SwasthaBharat', 'HelpUsToHelpYou', 'COVID19indiapic']",2020-03-05 02:44:39,"Good morning! 

Let's start the day with a resolve to practice simple healthy habits such as hand washing, cough etiquette, and not spitting in public. These help to protect from #coronavirus.

#SwasthaBharat
#HelpUsToHelpYou
#COVID19indiapic.twitter.com/g75GXznfJh",MoHFW_INDIA,912,444
921,"['COVID19', 'coronavirus', 'SwasthaBharat', 'HealthForAllpic']",2020-03-04 07:02:20,"Some simple measures can help to protect against #COVID19:

Share this information with your family, friends, colleagues and neighbours too. Also note the 24*7 Helpline number. 

#coronavirus
#SwasthaBharat
#HealthForAllpic.twitter.com/1cboQMHicN",MoHFW_INDIA,196,148
922,"['COVID19', 'coronavirus', 'SwasthaBharat', 'HealthForAllpic']",2020-03-03 05:07:49,"Some simple measures can help to protect against #COVID19 :

Share this information with your family, friends, colleagues and neighbors too. Also note the 24*7 HelpLine number. 

#coronavirus
#SwasthaBharat
#HealthForAllpic.twitter.com/yFkqx089Kx",MoHFW_INDIA,1048,730
923,['COVID19'],2020-02-21 12:02:11,"Union Health Minister @drharshvardhan reviews actions taken and preparedness with senior officials on Novel Coronavirus #COVID19.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1603957 …
@PMOIndia @AshwiniKChoubey @MEAIndia @PIB_India @DDNewslive @airnewsalerts @MIB_India",MoHFW_INDIA,30,16
924,"['COVID2019', 'Kerala', 'coronavirus']",2020-02-14 02:41:55,"Update on #COVID2019:

#Kerala student who tested positive for #coronavirus recovers, discharged from hospital.

https://www.hindustantimes.com/india-news/coronavirus-kerala-student-recovers-discharged-from-hospital/story-BvxIucuTTT07Q9WxkOLDcI.html …
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIBTvpm @CMOKerala @PIB_India @DDNewslive @airnewsalerts",MoHFW_INDIA,84,26
925,"['IndiaFightsCorona', 'Coronavirus', 'COVID19']",2020-07-03 05:35:25,"#IndiaFightsCorona

You can fight #Coronavirus from your home too! Watch this video on Home Isolation for very mild/ pre-symptomatic #COVID19 patients.

https://www.youtube.com/watch?v=ZndoALSgT4Q …
@PMOIndia @drharshvardhan @AshwiniKChoubey
@PIB_India @COVIDNewsByMIB @CovidIndiaSeva @DDNational",MoHFW_INDIA,126,67
926,['coronavirus'],2020-05-15 04:47:06,"‘It’s not lockdown or physical distancing that kills the virus … they are means to break transmission chain’ -@drharshvardhan in an interview to @timesofindia. 

https://timesofindia.indiatimes.com/blogs/melange/its-not-lockdown-or-physical-distancing-that-kills-the-virus-they-are-means-to-break-transmission-chain/ …
#coronavirus
@PMOIndia @PIB_India @COVIDNewsByMIB @CovidIndiaSeva @DDNewslive @airnewsalerts",MoHFW_INDIA,184,63
927,"['COVID19', 'SwasthaBharat', 'coronavirus']",2020-05-12 10:40:18,".@drharshvardhan, along with Sh @AshwiniKChoubey, reviewed status of #COVID19 & actions taken for its management with Sh R K Mathur, Administrator, UT of Ladakh, & DMs of Leh and Kargil districts today through VC.
#SwasthaBharat
#coronavirus https://twitter.com/MoHFW_INDIA/status/1260143489548824576 …pic.twitter.com/wGHOkpJZXS",MoHFW_INDIA,54,21
928,"['IndiaFightsCorona', 'Coronavirus', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown2pic']",2020-04-17 17:16:13,"#IndiaFightsCorona:

Information for General Public on the availability and use of necessary medicines for #Coronavirus Disease in India. Do not consume any medicine without prescription. 

#CoronaOutbreak #SwasthaBharat #HealthForAll #Lockdown2pic.twitter.com/DBbnKvbSvs",MoHFW_INDIA,1389,513
929,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAll', 'Lockdown21pic']",2020-04-01 10:14:59,"#IndiaFightsCorona:

Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAll #Lockdown21pic.twitter.com/WK6dPRX09A",MoHFW_INDIA,435,129
930,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-30 11:00:10,"#IndiaFightsCorona:

Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/WN7NibJh3c",MoHFW_INDIA,389,145
931,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-27 05:34:31,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/sDI9BUdddk",MoHFW_INDIA,438,176
932,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-26 08:39:50,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/wLbSbT2P9p",MoHFW_INDIA,401,179
933,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-25 08:46:47,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? 

Break the stigma.
Let us fight #COVID19 together.  
Share this information and help us to help you. 

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/kYdTKzuOyU",MoHFW_INDIA,629,285
934,"['IndiaFightsCorona', 'COVID19', 'CoronaOutbreak', 'SwasthaBharat', 'HealthForAllpic']",2020-03-25 03:01:37,"#IndiaFightsCorona
Coronavirus doesn't discriminate, why should we? Break the stigma! 
Let us fight #COVID19 together!  
Share this information and help us to help you!  

 #CoronaOutbreak
#SwasthaBharat
#HealthForAllpic.twitter.com/4JMHB2XWZE",MoHFW_INDIA,1375,575
935,"['CoronaVirus', 'COVID19', 'CoronaOutbreak']",2020-03-08 07:52:48,"#CoronaVirus: 
Wash your hands frequently to protect yourself & others ones from #COVID19. 
You can call at Helpline No. +91-11-23978046 for any query.

https://youtu.be/dK-O0Bv7HK4 
#CoronaOutbreak
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @mygovindia @DDNewslive",MoHFW_INDIA,84,37
936,"['coronavirusinindia', 'COVID2019', 'SwasthaBharat', 'coronavirus']",2020-03-08 03:46:35,"#coronavirusinindia :

We are here to help you.

For any query, support and information on #COVID2019, please call on our 24x7 Helpline number. You can also email to us. 

#SwasthaBharat
#coronavirus pic.twitter.com/fUwyK5DwLl",MoHFW_INDIA,106,65
937,"['CoronaVirusUpdate', 'COVID19india', 'coronavirus', 'SwasthaBharat', 'HealthForAllpic']",2020-03-07 07:17:55,"#CoronaVirusUpdate 

Does everyone need to wear a mask? Know about it here.
#COVID19india #coronavirus
#SwasthaBharat #HealthForAllpic.twitter.com/af35pNhdlA",MoHFW_INDIA,372,203
938,"['coronavirus', 'SwasthaBharat', 'HelpUsToHelpYou', 'COVID19indiapic']",2020-03-05 02:44:39,"Good morning! 

Let's start the day with a resolve to practice simple healthy habits such as hand washing, cough etiquette, and not spitting in public. These help to protect from #coronavirus.

#SwasthaBharat
#HelpUsToHelpYou
#COVID19indiapic.twitter.com/g75GXznfJh",MoHFW_INDIA,912,444
939,"['COVID19', 'coronavirus', 'SwasthaBharat', 'HealthForAllpic']",2020-03-04 07:02:20,"Some simple measures can help to protect against #COVID19:

Share this information with your family, friends, colleagues and neighbours too. Also note the 24*7 Helpline number. 

#coronavirus
#SwasthaBharat
#HealthForAllpic.twitter.com/1cboQMHicN",MoHFW_INDIA,196,148
940,"['COVID19', 'coronavirus', 'SwasthaBharat', 'HealthForAllpic']",2020-03-03 05:07:49,"Some simple measures can help to protect against #COVID19 :

Share this information with your family, friends, colleagues and neighbors too. Also note the 24*7 HelpLine number. 

#coronavirus
#SwasthaBharat
#HealthForAllpic.twitter.com/yFkqx089Kx",MoHFW_INDIA,1048,730
941,['COVID19'],2020-02-21 12:02:11,"Union Health Minister @drharshvardhan reviews actions taken and preparedness with senior officials on Novel Coronavirus #COVID19.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1603957 …
@PMOIndia @AshwiniKChoubey @MEAIndia @PIB_India @DDNewslive @airnewsalerts @MIB_India",MoHFW_INDIA,30,16
942,"['COVID2019', 'Kerala', 'coronavirus']",2020-02-14 02:41:55,"Update on #COVID2019:

#Kerala student who tested positive for #coronavirus recovers, discharged from hospital.

https://www.hindustantimes.com/india-news/coronavirus-kerala-student-recovers-discharged-from-hospital/story-BvxIucuTTT07Q9WxkOLDcI.html …
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIBTvpm @CMOKerala @PIB_India @DDNewslive @airnewsalerts",MoHFW_INDIA,84,26
943,['COVID'],2020-02-13 11:04:44,".@drharshvardhan briefs the media on Novel Coronavirus (#COVID 19).

“Political commitment at the highest levels leading the government’s response”.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1603070 …pic.twitter.com/0zYc5DVXnH",MoHFW_INDIA,45,20
944,['covid19'],2020-02-13 10:03:36,".@drharshvardhan on #covid19:
We have a very strong surveillance mechanism under IDSP network which does contact tracing for prevention of spread of Novel Coronavirus. https://twitter.com/MoHFW_INDIA/status/1227895678862422017 …",MoHFW_INDIA,41,15
945,"['COVID2019', 'SwasthaBharat', 'CoronavirusOutbreakpic']",2020-02-13 08:53:35,"Update on #COVID2019:

High level Group of Ministers (GoM) reviews current status, and actions for prevention and management of Novel Coronavirus.

https://pib.gov.in/PressReleseDetail.aspx?PRID=1603053 …
#SwasthaBharat
#CoronavirusOutbreakpic.twitter.com/W9at7DFxdR",MoHFW_INDIA,115,40
946,"['coronavirus', 'nCoV2019']",2020-02-11 02:43:42,"Prepared for the #coronavirus.

Ms. Preeti Sudan, Health Secy & Dr. Balram Bhargava, DG, @ICMRDELHI outline steps taken by India against #nCoV2019 in @the_hindu today.

https://www.thehindu.com/opinion/op-ed/prepared-for-the-coronavirus/article30785312.ece …
@PMOIndia
@drharshvardhan @AshwiniKChoubey @PIB_India @MEAIndia",MoHFW_INDIA,75,47
947,"['Coronavirus', 'Goa', 'nCoV2020']",2020-02-03 14:27:02,"Update on Novel #Coronavirus:

Helpdesks set up at #Goa Domestic Terminal to provide information and support to passengers for #nCoV2020.

@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @MoCA_GoI @AAI_Official @MEAIndia @PTI_News @ANIpic.twitter.com/33oWcYXXEI",MoHFW_INDIA,53,21
948,"['coronavirus', 'China', 'nCoV2020']",2020-01-31 06:27:16,"Novel #coronavirus:

Advisory for those who have travelled to #China in the past 14 days.

Help us to help you.

#nCoV2020
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @MoCA_GoI @MEAIndia @DDNewslive @airnewsalertspic.twitter.com/J4zLRR4D27",MoHFW_INDIA,274,170
949,"['Coronavirus', 'nCoV', 'China', 'nCoV2020']",2020-01-30 13:20:26,"Update on Novel #Coronavirus:

Cabinet Secretary holds high level review on #nCoV.
All travellers from #China since 15 Jan 2020 shall be tested for #nCoV2020.

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1601169 …
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ANI",MoHFW_INDIA,99,50
950,"['Coronavirus', 'China', 'nCoV']",2020-01-30 09:10:24,"Novel #Coronavirus:

Travel Advisory - travellers are advised to refrain from travel to #China.

#nCoV
@PMOIndia
@drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @MoCA_GoI @MEAIndiapic.twitter.com/ROtJLnZE17",MoHFW_INDIA,176,121
951,"['Coronavirus', 'Kerala', 'nCoV2020']",2020-01-30 08:12:36,"Update on Novel #Coronavirus: one positive case reported in #Kerala.
#nCoV2020.

Read the details here:

https://pib.gov.in/PressReleaseIframePage.aspx?PRID=1601095 …
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ANI",MoHFW_INDIA,2177,1441
952,"['Coronavirus', 'China', 'nCoV']",2020-01-30 06:53:34,"Update on Novel #Coronavirus:

Travel Advisory for travellers returning from #China.
#nCoV
@PMOIndia
@drharshvardhan
@AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @ANI @MoCA_GoI @MEAIndiapic.twitter.com/4MibkJDWLZ",MoHFW_INDIA,94,74
953,"['Coronavirus', 'Vizag', 'nCoV2020', 'SwasthaBharat']",2020-01-30 05:52:39,"Update on Novel #Coronavirus:

Medical teams deployed and Help Desk set up at #Vizag airport to provide information and assistance on #nCoV2020.

 #SwasthaBharat
@PMOIndia @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @MoCA_GoI @AAI_Official @ANIpic.twitter.com/Qvf2nvQXDt",MoHFW_INDIA,110,44
954,"['Coronavirus', 'Chennai', 'nCoV2020', 'SwasthaBharat']",2020-01-30 05:25:20,"Update on Novel #Coronavirus:

Mock drill carried out in #Chennai on a probable #nCoV2020 affected patient shifting and treatment protocol.
#SwasthaBharat
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @MoCA_GoI @MIB_India @airnewsalerts https://twitter.com/MoHFW_INDIA/status/1222717727552438272 …pic.twitter.com/Yd5DtYGUeT",MoHFW_INDIA,84,29
955,"['Coronavirus', 'Chennai', 'nCoV2020', 'SwasthaBharat']",2020-01-30 03:06:37,"Update on Novel #Coronavirus:

Mock drill carried out in #Chennai on a probable #nCoV2020 affected patient shifting and treatment protocol.
#SwasthaBharat
@PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @MoCA_GoI @MIB_India @airnewsalertspic.twitter.com/S9hxxMPfrS",MoHFW_INDIA,260,90
